분류,강의명,난이도,가격(현재가격),가격(원래가격),총소요시간,강의소개,출처
ASP.NET Core,ASP.NET 6.0 - Build Hands-On Web Projects,모든 수준,"₩19,000","₩25,000",,"What you'll learn
The students will learn everything that is critical in the ASPNET Core 3.1 framework. They will learn middleware, model-binding, session and state management
Practical hands-on application with Razor pages and MVC templates
The students will learn a critically demanding topic of creating their own web Api with a real SQL database to perform CRUD operations.
They will then learn to create the client MVC application within the same Visual Studio solution to consume the API created in the previous section.
The students will learn adodotnet technology and use of stored procedures in a database for CRUD operations.",https://www.udemy.com/course/aspnetcore-31-build-hands-on-web-projects/
WordPress,Create Online Course Website Like Udemy (Unofficial),모든 수준,"₩19,000","₩25,000",,"What you'll learn
Create a Professional online course website like Udemy
You will learn how to add payment gateways (Like PayPal, Stripe & Instamojo)
How to create course lesson for videos & Articles
How to add quizzes inside your course
Other Instructors can make course on Your Website
How you can earn commission on other's Instructor course
How to design website like professional without coding (Just drag & drop)",https://www.udemy.com/course/create-online-course-website-like-udemy-unofficial/
Web Development,Web Development for beginners: HTML | CSS | JavaScript,초급자,"₩17,000","₩23,000",,"What you'll learn
Create webpages with HTML
Apply styling to Webpages with CSS
Make web pages interactive with JavaScript
Create website with PHP
Create websites with Wordpress
Add videos to webpages
Add images to web pages",https://www.udemy.com/course/web-development-for-beginners-html-css-javascript/
HTML5,"Web Design Course With HTML, CSS, Wordpress Novice to Expert",모든 수준,"₩17,000","₩23,000",,"What you'll learn
Essential Function of HTML
Essential Function of CSS
Essential Function of Wordpress
Essential Function of Elementor",https://www.udemy.com/course/web-design-course-with-html-css-wordpress-novice-to-expert/
CSS,CSS Floating Layouts,중급자,"₩19,000","₩25,000",,"What you'll learn
A clear, demystified approach to building floating layouts. You’ll be feeling like a pro in no time!",https://www.udemy.com/course/css-floating-layouts/
CSS,CSS Floating Layouts,중급자,"₩19,000","₩25,000",,"What you'll learn
A clear, demystified approach to building floating layouts. You’ll be feeling like a pro in no time!",https://www.udemy.com/course/css-floating-layouts/
Divi,Divi 101: Manage a Divi WordPress Website [UPDATED 2023],초급자,"₩17,000","₩23,000",,"What you'll learn
Learn how to manage website content built in Divi, including text, images, links, video and more.
Gain a deeper understanding of how the Divi theme's structure works
Understand the WordPress Dashboard and how to navigate it
Learn how to manage site users and their roles
Feel comfortable optimizing and resizing images for your website
BONUS: learn how to add downloadable PDFs, conditionally hide content, restore previous page revisions, and more.",https://www.udemy.com/course/managing-a-website-built-with-divi/
Typescript,Angular and Laravel: A Rapid Guide - Advanced,중급자,"₩20,000","₩25,000",,"What you'll learn
Use Docker
Authenticate using Laravel Sanctum
Caching with Redis
Paying with Stripe
Different types of Users
Angular Material
Angular Universal",https://www.udemy.com/course/angular-laravel-influencer/
Laravel,Laravel 10 - Build News Portal and Magazine Website (2023),모든 수준,"₩17,000","₩23,000",,"What you'll learn
Fundamental of Laravel 10
News Management
Creating a News Portal Project with Laravel 10
Implementing a multi-language system
Implementing Laravel 10 authentication with multi guards
Managing user roles and permissions
Implementing dynamic website theme color system
Dynamic image uploads
Working with microsoft translator API
Mastering CRUD functionality
Configuring website settings
Managing news advertisements
Show more",https://www.udemy.com/course/complete-laravel-news-portal-project/
Web Development,The Startup Founder's Guide to Bubble Programming,모든 수준,"₩17,000","₩23,000",,"What you'll learn
How to best use Bubble to start building your startup idea, with tips and tricks from my experience!
The core fundamentals of Bubble development
Responsive design principles
Designing databases
Building workflows
Conditional programming
Custom states and application interactivity
Creating template pages for marketplaces/social apps
Third party integrations",https://www.udemy.com/course/the-startup-founders-guide-to-bubble-programming/
Typescript,The Typescript you need for ReactJS With Projects,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Write and Compile Typescript Code
Use Typescript to Build Javascript Applications
Use TypeScript Types and Interfaces to Improve Code Quality, Readability, and Maintainability
Set up React Projects with TypeScript
Use TypeScript with React components
Build React Applications with TypeScript
Convert existing React Apps to Typescript Apps
Catch Errors with Typescript
Write Code Logic with Typescript",https://www.udemy.com/course/the-typescript-you-need-for-reactjs-with-projects/
App Development,Practice Application Development With React And Django,중급자,"₩17,000","₩59,000",,"What you'll learn
Learn practical applications of test-driven design for React and Django development.
Deploy applications to Azure using Infrastructure-As-Code.
Package software applications as containers and run in Azure Kubernetes Service.
Deploy PostgreSQL database for a Django application in Azure.
Use Azure Key Vault to manage Kubernetes secrets.
Automate deployment of applications using Azure DevOps.
Secure application development environments that are hosted in the cloud using Azure VPN and private DNS.",https://www.udemy.com/course/practice-application-development-with-react-and-django/
WordPress Plugins,Wordpress Plugin Development with Angular.js (2021),초급자,"₩20,000","₩25,000",,"What you'll learn
Wordpress plugin development with Angular
Inject Angular to your WP plugin
Architecture of a plugin using Angular
Create an Angular component inside a plugin
Link a template to a plugin
Add javascript libraries to an Angular component",https://www.udemy.com/course/wordpress-plugin-development-angularjs/
Django,Get Started With Django,초급자,"₩20,000","₩25,000",,"What you'll learn
How to build Python-based web apps using Django.
Django Models, Views, Forms, and User Authentication
How to Build Three Example Apps in Django
Learn how to create HTML templates in Django.",https://www.udemy.com/course/get-started-with-django/
HTML,"Learn HTML, CSS and Bootstrap: 3 Courses in 1",초급자,"₩20,000","₩25,000",,"What you'll learn
will learn the basics of HTML
will learn the basics of Cascading Style Sheets
will learn how to write HTML and CSS files using Visual Studio Code
will explore and discover many of HTML Elements
will test HTML pages on the web browser
will validate HTML page using W3C Markup Validation
will learn how to download jQuery and Bootstrap
will learn how to include jQuery and Bootstrap in a Website Project
will understand Bootstrap layout and components
will learn how to make a responsive website using Bootstrap",https://www.udemy.com/course/learn-html-css-and-bootstrap-3-courses-in-1/
jQuery,jQuery and Ajax from Basic to Advanced,초급자,"₩20,000","₩25,000",,"What you'll learn
Master the fundamentals of the jQuery library
Create AJAX connections",https://www.udemy.com/course/jquery-and-ajax/
HTML5,HTML & CSS 2023: Hands-on No-nonsense Guide,모든 수준,"₩17,000","₩23,000",,"What you'll learn
Create basic and advanced HTML pages with images, lists, tables, forms, audios and videos
Create responsive web design (RWD) layouts using divs, semantic tags as well as modern flexbox and grid mechanisms
Style the HTML pages with the use of CSS stylesheets and modern CSS features such as transforms, transitions, flexbox, grid layouts
Know how to balance between cutting-edge technologies and supported devices maximization
Create a complete capstone project - an online CV page in two completely different layouts.",https://www.udemy.com/course/html-css-less-flex-grid-course-tutorial/
Node.Js,#1 Complete NodeJs Express Single-Page App [The FUTURE],모든 수준,"₩20,000","₩25,000",,"What you'll learn
Building a Powerful and most Complex Single-Page application Within hours
Making Cross-Platform Single Page Application with node express
How this Course will minimize development time and cost a lot
How Single-page technique will improve the Software performance
How toufiqElahySPA .js plugin will make developer's life lot simple",https://www.udemy.com/course/toufiqelahy3/
.NET,Create a chat application using .NET 7 / Angular14 / SignalR,초급자,"₩17,000","₩23,000",,"What you'll learn
Create a chat application from scratch
.NET 7 Web Api
Angular 14
SignalR
Angular Production Build
Azure deployment",https://www.udemy.com/course/create-a-chat-application-using-net-angular-signalr/
JavaScript,"Javascript, Nodejs, MongoDB for Full Stack Web Development",모든 수준,"₩20,000","₩25,000",,"What you'll learn
How to include JS File in HTML, Javascript, NodeJS, MongoDB
What are Javascript variables, why are they used
What is Javascript Boolean Logic
What is Javascript conditional statements (if else, switch case, ternary operator), how to use
What is Javascript loops (for loops, while loops, continue and break statements), how to use them
How to Javascript write Functions, what are the differences between Function Decleration and Function Expression
How to create Arrays, Array methods (push, pop, shift, unshift ...), Array iteration
How to create objects, how to update them, object methods
Show more",https://www.udemy.com/course/javascript-with-hands-on-examples/
